campaign,rowname,name,biosample,site_id,database,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Altitude,Temp,Salinity,pH,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,Na_aq,K_aq,Mg_aq,Ca_aq,Si_aq,Li_aq,Be_aq,B_aq,Al_aq,P_aq,Ti_aq,V_aq,Cr_aq,Mn_aq,Fe_aq,Co_aq,Ni_aq,Cu_aq,Zn_aq,Ga_aq,As_aq,Se_aq,Rb_aq,Sr_aq,Zr_aq,Nb_aq,Mo_aq,Pd_aq,Ag_aq,Cd_aq,Sn_aq,Sb_aq,Cs_aq,Ba_aq,La_aq,Ce_aq,Pr_aq,Nd_aq,W_aq,Tl_aq,Pb_aq,Yh_aq,U_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,DPM,SfA,CT,SedThic_Oc,SedThic_On,DistCoast,ConShelf,Time_rift,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,SR,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,Water_type,iron_proteins
CR18,CR18MCF,CR18MCF,CR18MCF,MC,private,,9.34391,-83.59565,MC,55063956,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,Montecarlo - Bernardino,Montecarlo - Bernardino,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,3192734,unclassified volcanic rocks,igneous,igneous_uncl,17964,Rio Barbilla,10.0613889,-83.370556,26.6163786,"Analcime,Calcite,Mesolite,Natrolite,Offretite,Thomsonite-Ca",812,31.8,2.33,9.6,NA,0.28,NA,0.04,0.4,0.630369,0.161692,16.01988,2.36,0.009299027222,20.06337028,4.937365535,NA,0.02,NA,NA,NA,NA,13809,0.09,56,3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84217,96.24,49.10,1.05,15.52,,,9.47,0.15,7.11,9.44,2.46,1.52,,0.42,490.00,NA,NA,27.00,450.28,68.00,310.55,NA,14.28,99.00,3.40,2.01,1.03,NA,3.26,,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17.00,NA,3.15,,417.00,0.10,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45.00,,,,,,,,,,,,,841.30,,31.10,,150.79,33.61,,,114.40,625.58,195.16,1391.13,75.67,1224.63,34.76,111.32,1.89,899.57,,cam,4.17,-59.00,36.85,8.67,7.96,106.61,,
CR18,CR18MCS,CR18MCS,CR18MCS,MC,private,,9.34391,-83.59565,MC,26005629,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Montecarlo - Bernardino,Montecarlo - Bernardino,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,3192734,unclassified volcanic rocks,igneous,igneous_uncl,17964,Rio Barbilla,10.0613889,-83.370556,26.6163786,"Analcime,Calcite,Mesolite,Natrolite,Offretite,Thomsonite-Ca",812,31.8,2.33,9.6,NA,0.28,NA,0.04,0.4,0.630369,0.161692,16.01988,2.36,0.009299027222,20.06337028,4.937365535,NA,0.02,NA,NA,NA,NA,13809,0.09,56,3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84217,96.24,49.10,1.05,15.52,,,9.47,0.15,7.11,9.44,2.46,1.52,,0.42,490.00,NA,NA,27.00,450.28,68.00,310.55,NA,14.28,99.00,3.40,2.01,1.03,NA,3.26,,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17.00,NA,3.15,,417.00,0.10,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45.00,,,,,,,,,,,,,841.30,,31.10,,150.79,33.61,,,114.40,625.58,195.16,1391.13,75.67,1224.63,34.76,111.32,1.89,899.57,,cam,4.17,-59.00,36.85,8.67,7.96,106.61,,
CR18,CR18PSS,CR18PSS,CR18PSS,PS,private,,8.57554,-83.36416,PS,22267323,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Playa Sandalo,Playa Sandalo,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,NA,aerial,aerial,943503,mafic rocks,igneous,basalt,206330,Nari Cu Deposit,9.69694444,-83.358056,14.43185,"Actinolite,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Gypsum,Hematite,Magnetite,Malachite,Molybdenite,Muscovite,Prehnite,Pyrite",2,33,69.2,8.2,NA,0.18,NA,3.18,1.21,864.1985,0.015083,2.770409,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.81,7059,34788,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M65AKH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A_KH,8.47,-82.71,98.3796719,55.96,0.94,15.86,,,6.29,0.10,5.36,7.66,2.93,2.81,,0.47,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.40,2.07,NA,6.08,,NA,66.56,NA,0.17,10.66,52.55,NA,14.69,49.00,NA,7.72,,2006.00,0.70,0.67,NA,NA,NA,NA,NA,11.75,1.15,182.00,,,,,,,,,,,,,930.00,,25.50,,371.00,17.10,,,64.10,538.30,109.20,1347.80,94.00,1140.40,8.40,128.70,2.60,7.50,,cam,4.90,-26.40,32.20,8.70,7.90,107.40,,
CR18,CR18PXS,CR18PXS,CR18PXS,PX,private,,10.485523,-84.113229,PX,45366495,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Praxair well 24,Praxair well 24,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,NA,aerial,aerial,3188297,intermediate-felsic,igneous,andesite,293056,Heredia Meteorite,10,-84.1,5.78126798,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",68,NA,NA,NA,NA,0.67,NA,NA,NA,0.002663,9.81E-05,11.85476,7.81,0.009123573878,16.77582527,0.5697133736,NA,0.02,NA,NA,118,NA,2185,0.18,2889,11153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.60,1.00,18.25,,,8.91,0.34,4.31,9.78,2.61,0.81,,0.22,117.00,NA,NA,38.00,297.66,70.00,333.10,NA,15.96,114.00,4.16,2.70,1.14,NA,3.91,,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13.00,NA,3.49,,439.00,0.16,0.61,0.72,NA,NA,0.20,NA,28.33,2.89,63.02,,,,,,,,,,,,,704.40,,38.90,,960.20,90.50,,,198.70,759.30,333.80,1451.70,34.30,1362.30,36.50,90.30,1.60,88.20,,cam,1.90,-169.70,61.10,8.50,8.10,104.10,,
CR18,CR18RCF,CR18RCF,CR18RCF,RC,private,,9.30283,-83.29782,RC,47910182,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,Ujarassa,Ujarassa,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,3193086,intrusive igneous rocks,igneous,igneous_uncl,206330,Nari Cu Deposit,9.69694444,-83.358056,8.41347056,"Actinolite,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Gypsum,Hematite,Magnetite,Malachite,Molybdenite,Muscovite,Prehnite,Pyrite",943,60,2.83,7.7,NA,7.57,NA,1.07,0.53,4.367896,0.002466,0.130983,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,15897,204,207,1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84217,96.24,49.10,1.05,15.52,,,9.47,0.15,7.11,9.44,2.46,1.52,,0.42,490.00,NA,NA,27.00,450.28,68.00,310.55,NA,14.28,99.00,3.40,2.01,1.03,NA,3.26,,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17.00,NA,3.15,,417.00,0.10,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45.00,,,,,,,,,,,,,854.95,,30.49,,793.81,45.93,,,131.73,617.92,178.22,1410.15,95.06,1202.66,29.54,109.72,1.83,1026.30,,cam,0.39,-74.38,40.89,8.67,7.96,106.61,,
CR18,CR18RCS,CR18RCS,CR18RCS,RC,private,,9.30283,-83.29782,RC,29632174,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Ujarassa,Ujarassa,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,3193086,intrusive igneous rocks,igneous,igneous_uncl,206330,Nari Cu Deposit,9.69694444,-83.358056,8.41347056,"Actinolite,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Gypsum,Hematite,Magnetite,Malachite,Molybdenite,Muscovite,Prehnite,Pyrite",943,60,2.83,7.7,NA,7.57,NA,1.07,0.53,4.367896,0.002466,0.130983,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,15897,204,207,1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84217,96.24,49.10,1.05,15.52,,,9.47,0.15,7.11,9.44,2.46,1.52,,0.42,490.00,NA,NA,27.00,450.28,68.00,310.55,NA,14.28,99.00,3.40,2.01,1.03,NA,3.26,,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17.00,NA,3.15,,417.00,0.10,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45.00,,,,,,,,,,,,,854.95,,30.49,,793.81,45.93,,,131.73,617.92,178.22,1410.15,95.06,1202.66,29.54,109.72,1.83,1026.30,,cam,0.39,-74.38,40.89,8.67,7.96,106.61,,
CR18,CR18RRF,CR18RRF,CR18RRF,RR,private,,8.63591,-82.22369,RR,29362347,Illumina,fluid,NA,Central_America,Panama,Panama,Rockslide,Rockslide,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,3188281,felsic,igneous,granite,155979,Cerro Chorcha Prospect,8.63305556,-82.199722,2.66544235,"Quartz,Copper,Epidote,Magnetite,Malachite,Bornite,Muscovite,Pyrite,Chalcopyrite",792,41.3,2.51,NA,NA,0.08,NA,0.32,NA,0.028655,0.032077,221.4196,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,8956,113,92,5836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M55KH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M55KH,8796,-82474,98.4906168,55.91,0.76,16.44,,,6.55,0.12,5.11,8.10,3.29,1.92,,0.29,NA,NA,NA,NA,205.50,NA,1291.24,NA,62.87,117.67,2.20,1.11,0.44,NA,3.49,,0.40,33.02,NA,0.15,6.51,27.90,6.34,7.63,47.00,NA,4.45,,1370.00,0.34,0.44,7.70,NA,NA,2.23,NA,11.26,1.03,126.00,,,,,,,,,,,,,964.90,,25.40,,533.50,40.20,,,141.20,542.20,113.70,1444.80,40.00,1072.00,56.60,102.60,2.00,902.10,,cam,74.50,-52.80,43.10,8.80,7.80,109.10,,
CR18,CR18SCF,CR18SCF,CR18SCF,SC,private,,8.15755,-81.13097,SC,30554659,Illumina,fluid,NA,Central_America,Panama,Panama,El Salao Campollano,El Salao Campollano,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,3188281,felsic,igneous,granite,132473,Colan Province,8.83277778,-80.666667,52.9756856,"Albite,Arsenopyrite,Bornite,Chalcocite,Chalcopyrite,Copper,Covellite,Cubanite,Cuprite,Epidote,Galena,Goethite,Gold,Hematite,Ilmenite,Kaolinite,Magnetite,Molybdenite,Muscovite,Pyrite,Sphalerite,Tetrahedrite,Titanite",136,29.9,56.21,6.5,NA,7.92,NA,58.45,NA,NA,NA,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.19,6817,4432,10979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,DB05-088,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,TRACHYANDESITE",DB05-088,7.98278,-81.36768,96.31,49.56,0.95,15.81,,,10.53,0.19,5.31,6.96,3.07,2.44,,0.32,NA,NA,NA,22.00,374.00,NA,NA,NA,18.65,72.00,3.85,2.20,1.13,NA,3.70,,0.79,8.70,NA,0.35,3.39,12.63,3.03,2.85,38.18,36.00,3.29,,707.00,NA,0.59,0.80,NA,NA,0.39,NA,20.75,2.36,72.00,,,,,,,,,,,,,1063.90,,21.90,,3.70,28.00,,,211.30,514.40,187.40,1505.90,48.60,956.10,81.40,90.60,2.10,129.70,,cam,195.00,-19.40,26.70,5.90,55.50,111.00,,
CR18,CR18SCS,CR18SCS,CR18SCS,SC,private,,8.15755,-81.13097,SC,30785924,Illumina,sediment,NA,Central_America,Panama,Panama,El Salao Campollano,El Salao Campollano,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,3188281,felsic,igneous,granite,132473,Colan Province,8.83277778,-80.666667,52.9756856,"Albite,Arsenopyrite,Bornite,Chalcocite,Chalcopyrite,Copper,Covellite,Cubanite,Cuprite,Epidote,Galena,Goethite,Gold,Hematite,Ilmenite,Kaolinite,Magnetite,Molybdenite,Muscovite,Pyrite,Sphalerite,Tetrahedrite,Titanite",136,29.9,56.21,6.5,NA,7.92,NA,58.45,NA,NA,NA,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.19,6817,4432,10979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,DB05-088,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,TRACHYANDESITE",DB05-088,7.98278,-81.36768,96.31,49.56,0.95,15.81,,,10.53,0.19,5.31,6.96,3.07,2.44,,0.32,NA,NA,NA,22.00,374.00,NA,NA,NA,18.65,72.00,3.85,2.20,1.13,NA,3.70,,0.79,8.70,NA,0.35,3.39,12.63,3.03,2.85,38.18,36.00,3.29,,707.00,NA,0.59,0.80,NA,NA,0.39,NA,20.75,2.36,72.00,,,,,,,,,,,,,1063.90,,21.90,,3.70,28.00,,,211.30,514.40,187.40,1505.90,48.60,956.10,81.40,90.60,2.10,129.70,,cam,195.00,-19.40,26.70,5.90,55.50,111.00,,
CR18,CR18XFF,CR18XFF,CR18XFF,XF,private,,10.485523,-84.113229,XF,50719995,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,Praxair well 19,Praxair well 19,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,NA,aerial,aerial,3188297,intermediate-felsic,igneous,andesite,293056,Heredia Meteorite,10,-84.1,5.73516767,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",74,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,7.62,NA,NA,NA,NA,NA,NA,NA,195,NA,15527,669,3.59,4666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.60,1.00,18.25,,,8.91,0.34,4.31,9.78,2.61,0.81,,0.22,117.00,NA,NA,38.00,297.66,70.00,333.10,NA,15.96,114.00,4.16,2.70,1.14,NA,3.91,,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13.00,NA,3.49,,439.00,0.16,0.61,0.72,NA,NA,0.20,NA,28.33,2.89,63.02,,,,,,,,,,,,,704.70,,38.90,,956.40,90.50,,,198.40,759.00,333.50,1451.50,34.00,1362.00,36.20,90.30,1.60,90.20,,cam,2.20,-169.70,61.10,8.50,8.10,104.10,,
CR18,CR18XFS,CR18XFS,CR18XFS,XF,private,,10.485523,-84.113229,XF,21729047,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Praxair well 19,Praxair well 19,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,NA,aerial,aerial,3188297,intermediate-felsic,igneous,andesite,293056,Heredia Meteorite,10,-84.1,5.73516767,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",74,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,7.62,NA,NA,NA,NA,NA,NA,NA,195,NA,15527,669,3.59,4666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.60,1.00,18.25,,,8.91,0.34,4.31,9.78,2.61,0.81,,0.22,117.00,NA,NA,38.00,297.66,70.00,333.10,NA,15.96,114.00,4.16,2.70,1.14,NA,3.91,,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13.00,NA,3.49,,439.00,0.16,0.61,0.72,NA,NA,0.20,NA,28.33,2.89,63.02,,,,,,,,,,,,,704.70,,38.90,,956.40,90.50,,,198.40,759.00,333.50,1451.50,34.00,1362.00,36.20,90.30,1.60,90.20,,cam,2.20,-169.70,61.10,8.50,8.10,104.10,,
CR18,CR18YRF,CR18YRF,CR18YRF,YR,private,,9.19492,-83.28059,YR,51849381,Illumina,sediment,NA,Central_America,Panama,Panama,NA,Yheri,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,967024,sedimentary,sedimentary,sedimentary,206331,"""""""Sukut Cu-Au Deposit, LimÃ³n Province, Costa Rica""""""",9.36916667,-82.976389,38.8420695,"""Alunite,Baryte,Bornite,Chalcocite,Chalcopyrite,Epidote,Galena,Gold,Kaolinite,Muscovite,Pyrite,Sphalerite""",469,26,4.59,8.9,NA,NA,NA,0.06,NA,NA,NA,NA,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,28902,282,281,7514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,TA-040107-4,whole_rock,"IGNEOUS, VOLCANIC, INTERMEDIATE, ADAKITE",TA-040107-4,9.2468,-83.2642,96.35,48.55,0.67,18.62,,,9.72,0.21,4.23,9.40,2.89,1.70,,0.36,NA,NA,NA,NA,NA,NA,1017.69,NA,63.06,4.55,2.56,1.37,1.53,NA,4.69,,0.48,32.76,NA,0.21,6.27,27.40,5.88,7.07,24.00,NA,4.87,,1090.00,0.26,0.58,6.28,NA,NA,2.53,NA,15.34,1.36,70.00,,,,,,,,,,,,,866.91,,29.83,,851.39,41.25,,,125.19,605.87,166.31,1402.85,92.03,1191.63,18.27,112.00,1.90,544.64,,cam,2.21,-67.98,40.58,8.72,7.92,107.43,,
CR19,ac190614f,ac190614f,ac190614,ACF,private,,10.160508,-84.853472,ACF,56932,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,acapulco,acapulco,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,NA,NA,aerial,aerial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,CRAR82,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN",CRAR82,10467,-84733,99.33,54.64,0.61,19.04,NA,NA,7.19,0.15,4.76,9.04,3.08,0.64,NA,0.18,108,24,NA,39,211,74.8 ,569,NA,25.6 ,51.9 ,2.53 ,1.46 ,1083,NA,2.7 ,NA,513,13.52 ,NA,223,NA,13.93 ,3,3.44 ,11.75 ,23.2 ,2.91 ,NA,736,NA,0.44 ,1189,NA,0.06 ,433,1.02 ,13.5 ,1.47 ,52.4 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
