campaign,rowname,name,biosample,site_id,database,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Altitude,Temp,Salinity,pH,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,Na_aq,K_aq,Mg_aq,Ca_aq,Si_aq,Li_aq,Be_aq,B_aq,Al_aq,P_aq,Ti_aq,V_aq,Cr_aq,Mn_aq,Fe_aq,Co_aq,Ni_aq,Cu_aq,Zn_aq,Ga_aq,As_aq,Se_aq,Rb_aq,Sr_aq,Zr_aq,Nb_aq,Mo_aq,Pd_aq,Ag_aq,Cd_aq,Sn_aq,Sb_aq,Cs_aq,Ba_aq,La_aq,Ce_aq,Pr_aq,Nd_aq,W_aq,Tl_aq,Pb_aq,Yh_aq,U_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,DPM,SfA,CT,SedThic_Oc,SedThic_On,DistCoast,ConShelf,Time_rift,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,SR,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,Water_type,iron_proteins
NCBI,SAMN08290430,SAMN08290430,SAMN08290430,NA,SRA,40,-49.48,37.99,SWIR4_deep_sea_vent_2x101bp_df,8921186,Illumina HiSeq 2500,NA,0.6258537668,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,303996,Cape Hinode,-68.133889,42.6894444,1661.00099,"Corundum,Epidote,Kyanite,Quartz,Spinel",-2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46699,2558,13.08333333,12.10666667,NA,10.8936997,0.1646666667,11.05366667,10238,3.083333333,0.2413333333,NA,0.3043333333,87526,63601,NA,232555,238612,84508,345,NA,69135,420352,NA,NA,NA,NA,NA,NA,NA,30225,NA,NA,27.92,38675,NA,NA,9.85,24.5,NA,NA,429.06,NA,NA,4,NA,NA,NA,NA,22.34,NA,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,1701.633278,68.07670776,6.924065808,228.4840168,0,284.3186401,NA,NA,4019.996104,433.4733577,433.4733577,275.7645287,287.4345176,1999.764429,299.532696,59.76403447,0.7930197454,-4640.579412,12.7963216,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290431,SAMN08290431,SAMN08290431,NA,SRA,40,-49.66,37.47,SWIR5_deep_sea_vent_2x150bp_vent5,50301393,Illumina HiSeq 2500,NA,2.346586602,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,31175,Prince Olav Coast (Prince Ulaf Coast),-68.566389,40.9833333,1671.10868,"Almandine,Copiapite,Ferrohogbomite-2N2S,Hydroniumjarosite,Kyanite,Magnesio-hastingsite,Muscovite,Potassic-ferro-pargasite,Quartz,Staurolite,Atacamite",-1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46699,2558,13.08333333,12.10666667,NA,10.8936997,0.1646666667,11.05366667,10238,3.083333333,0.2413333333,NA,0.3043333333,87526,63601,NA,232555,238612,84508,345,NA,69135,420352,NA,NA,NA,NA,NA,NA,NA,30225,NA,NA,27.92,38675,NA,NA,9.85,24.5,NA,NA,429.06,NA,NA,4,NA,NA,NA,NA,22.34,NA,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,1677.758241,65.03746969,6.936049782,154.9220816,0,302.8488122,NA,NA,3978.174645,414.5119982,414.5119982,298.3802419,307.6024179,1998.210528,313.8419673,59.74600763,0.7904893229,-4711.757664,8.762126897,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290432,SAMN08290432,SAMN08290432,NA,SRA,40,-49.48,37.52,SWIR6_deep_sea_vent_2x150bp_vent8,43972275,Illumina HiSeq 2500,NA,0.6153432571,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,303996,Cape Hinode,-68.133889,42.6894444,1683.09015,"Corundum,Epidote,Kyanite,Quartz,Spinel",-1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46699,2558,13.08333333,12.10666667,NA,10.8936997,0.1646666667,11.05366667,10238,3.083333333,0.2413333333,NA,0.3043333333,87526,63601,NA,232555,238612,84508,345,NA,69135,420352,NA,NA,NA,NA,NA,NA,NA,30225,NA,NA,27.92,38675,NA,NA,9.85,24.5,NA,NA,429.06,NA,NA,4,NA,NA,NA,NA,22.34,NA,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,1698.037416,62.98230249,6.88604923,141.6127942,0,282.7512863,NA,NA,3993.586731,405.3281793,405.3281793,278.0571608,287.389359,1982.573005,297.3758965,60.05333607,0.7971764437,-4950.662592,9.778046149,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290433,SAMN08290433,SAMN08290433,NA,SRA,40,-51.73,37.47,SWIR7_deep_sea_vent_2x150bp_vent9,48974570,Illumina HiSeq 2500,NA,0.7621732453,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,31175,Prince Olav Coast (Prince Ulaf Coast),-68.566389,40.9833333,1499.25245,"Almandine,Copiapite,Ferrohogbomite-2N2S,Hydroniumjarosite,Kyanite,Magnesio-hastingsite,Muscovite,Potassic-ferro-pargasite,Quartz,Staurolite,Atacamite",-1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46699,2558,13.08333333,12.10666667,NA,10.8936997,0.1646666667,11.05366667,10238,3.083333333,0.2413333333,NA,0.3043333333,87526,63601,NA,232555,238612,84508,345,NA,69135,420352,NA,NA,NA,NA,NA,NA,NA,30225,NA,NA,27.92,38675,NA,NA,9.85,24.5,NA,NA,429.06,NA,NA,4,NA,NA,NA,NA,22.34,NA,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,1448.785685,81.87441411,6.834818391,263.0174721,0,533.0670697,NA,NA,3837.172619,547.099778,493.0834597,527.4577007,537.5565248,2201.767387,198.3017007,61.32518219,0.7084456533,-4393.272286,28.25824785,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290434,SAMN08290434,SAMN08290434,NA,SRA,40,-48.85,37.99,SWIR8_deep_sea_vent_2x150bp_vent10,46155084,Illumina HiSeq 2500,NA,0.7199881184,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,303996,Cape Hinode,-68.133889,42.6894444,1711.42764,"Corundum,Epidote,Kyanite,Quartz,Spinel",-1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46699,2558,13.08333333,12.10666667,NA,10.8936997,0.1646666667,11.05366667,10238,3.083333333,0.2413333333,NA,0.3043333333,87526,63601,NA,232555,238612,84508,345,NA,69135,420352,NA,NA,NA,NA,NA,NA,NA,30225,NA,NA,27.92,38675,NA,NA,9.85,24.5,NA,NA,429.06,NA,NA,4,NA,NA,NA,NA,22.34,NA,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,1771.272485,55.50289701,6.864540315,234.568628,0,214.8061422,NA,NA,4064.596393,392.7357777,392.7357777,205.7007446,217.5580907,1939.968827,229.2300847,61.0741652,0.8181797566,-4916.842438,2.446728434,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290435,SAMN08290435,SAMN08290435,NA,SRA,39,-14.35,-14.04,SMAR1,9338500,Illumina HiSeq 2500,NA,0.2239802658,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-1,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,58,Green Mountain,-7.95,-14.333056,690.691079,"Aegirine,Dalyite,Quartz,Vlasovite",-3034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133,NA,NA,NA,NA,NA,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR189,whole_rock,BASALT,MARR189,-15014,-13415,98.86,49.8,1.63,15.77,NA,NA,8.66,0.19,7.2,10.64,3.29,0.62,NA,1.06,76,41.1,0.36,105,265,86.4,92.8,NA,24.69,249,5.33,3.23,1.38,16.7,4.49,NA,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243,1.33,0.84,1158,1.62,0.03,338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2119.871212,2.335552842,7.25458487,44.28173497,0,2184.028225,NA,NA,4670.594926,24.51290197,23.15864641,700.7785671,708.8640632,2164.370529,30.54028305,121.305018,2.07816791,-2246.5585,20.4512548,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290436,SAMN08290436,SAMN08290436,NA,SRA,39,-13.35,-15.01,SMAR2,18034379,Illumina HiSeq 2500,NA,1.193903279,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-2,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,107068,Middleton Peak,-7.95,-14.366667,585.200671,"Aegirine,Aenigmatite,Arfvedsonite,Dalyite,Quartz",-2891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3005,NA,NA,NA,NA,NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR187,whole_rock,BASALT,MARR187,-12919,-14611,99.64,50.33,1.18,16.11,NA,NA,8.67,0.18,8.65,11.33,2.69,0.11,NA,0.39,82,46.5,0.31,185,253,87.4,21.5,NA,9.79,354,4.83,3.02,1.09,15.8,3.77,1.82,1.05,3.25,4.6,0.42,3.58,8.5,0.37,1.61,1.58,35.3,2.96,0.76,127,0.23,0.73,217,1.34,17,0.06,0.08,28.2,2.8,84.8,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2041.714682,2.998674793,6.996058351,180.9337489,0,2118.096926,NA,NA,4758.95089,50.27693013,50.27693013,602.0002307,601.3974012,2096.275215,59.89306902,111.6266931,1.484538958,-2617.999719,20.83083495,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290437,SAMN08290437,SAMN08290437,NA,SRA,39,-14.06,-13.02,SMAR3,17512415,Illumina HiSeq 2500,NA,1.307665119,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-3,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,58,Green Mountain,-7.95,-14.333056,676.057086,"Aegirine,Dalyite,Quartz,Vlasovite",-2773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35176,NA,NA,NA,NA,NA,NA,35176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR189,whole_rock,BASALT,MARR189,-15014,-13415,98.86,49.8,1.63,15.77,NA,NA,8.66,0.19,7.2,10.64,3.29,0.62,NA,1.06,76,41.1,0.36,105,265,86.4,92.8,NA,24.69,249,5.33,3.23,1.38,16.7,4.49,NA,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243,1.33,0.84,1158,1.62,0.03,338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2064.878542,4.181448405,7.244795778,75.88694301,0,2119.971535,NA,NA,4724.843544,64.63414156,64.79073812,678.8240158,691.7611757,2101.873819,133.9096249,104.5886579,3.155352124,-2723.405696,13.18977463,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290438,SAMN08290438,SAMN08290438,NA,SRA,39,-14.31,-13.35,SMAR4,18156401,Illumina HiSeq 2500,NA,0.5066744075,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,58,Green Mountain,-7.95,-14.333056,695.279896,"Aegirine,Dalyite,Quartz,Vlasovite",-2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8370,NA,NA,NA,NA,NA,NA,182298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR189,whole_rock,BASALT,MARR189,-15014,-13415,98.86,49.8,1.63,15.77,NA,NA,8.66,0.19,7.2,10.64,3.29,0.62,NA,1.06,76,41.1,0.36,105,265,86.4,92.8,NA,24.69,249,5.33,3.23,1.38,16.7,4.49,NA,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243,1.33,0.84,1158,1.62,0.03,338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2099.023299,1.3792244,7.386731503,48.12044284,0,2156.718522,NA,NA,4690.251505,23.34822861,32.39593674,701.5902671,712.281439,2138.183088,98.8883083,111.071941,2.962260241,-2256.993375,16.61421116,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290439,SAMN08290439,SAMN08290439,NA,SRA,39,-14.51,-13.58,SMAR5,16095175,Illumina HiSeq 2500,NA,1.23628837,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-5,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,58,Green Mountain,-7.95,-14.333056,712.811831,"Aegirine,Dalyite,Quartz,Vlasovite",-2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504,NA,NA,NA,NA,NA,NA,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR189,whole_rock,BASALT,MARR189,-15014,-13415,98.86,49.8,1.63,15.77,NA,NA,8.66,0.19,7.2,10.64,3.29,0.62,NA,1.06,76,41.1,0.36,105,265,86.4,92.8,NA,24.69,249,5.33,3.23,1.38,16.7,4.49,NA,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243,1.33,0.84,1158,1.62,0.03,338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2125.857474,0.3243091485,7.420803241,36.66896473,0,2185.239391,NA,NA,4663.420426,7.458741132,38.37198214,721.8857524,730.754868,2166.423077,81.95248688,113.4655719,2.611828986,-2791.035352,19.60890566,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290440,SAMN08290440,SAMN08290440,NA,SRA,39,-14.51,-13.35,SMAR6,17359520,Illumina HiSeq 2500,NA,0.6136245357,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-6,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,58,Green Mountain,-7.95,-14.333056,716.610337,"Aegirine,Dalyite,Quartz,Vlasovite",-1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504,NA,NA,NA,NA,NA,NA,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR189,whole_rock,BASALT,MARR189,-15014,-13415,98.86,49.8,1.63,15.77,NA,NA,8.66,0.19,7.2,10.64,3.29,0.62,NA,1.06,76,41.1,0.36,105,265,86.4,92.8,NA,24.69,249,5.33,3.23,1.38,16.7,4.49,NA,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243,1.33,0.84,1158,1.62,0.03,338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2120.688271,1.064601962,7.429203675,17.52102108,0,2177.87676,NA,NA,4668.620813,17.99160396,47.49602702,723.6056597,734.1396535,2159.444124,104.6046437,109.21879,2.982293085,-2430.283594,16.58095717,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN08290441,SAMN08290441,SAMN08290441,NA,SRA,47,-14.51,-13.58,SMAR7,46569749,Illumina HiSeq 2500,NA,1.473831923,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-7,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,NA,mild_reduced,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,58,Green Mountain,-7.95,-14.333056,712.811831,"Aegirine,Dalyite,Quartz,Vlasovite",-2785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504,NA,NA,NA,NA,NA,NA,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,MARR189,whole_rock,BASALT,MARR189,-15014,-13415,98.86,49.8,1.63,15.77,NA,NA,8.66,0.19,7.2,10.64,3.29,0.62,NA,1.06,76,41.1,0.36,105,265,86.4,92.8,NA,24.69,249,5.33,3.23,1.38,16.7,4.49,NA,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243,1.33,0.84,1158,1.62,0.03,338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,2125.857474,0.3243091485,7.420803241,36.66896473,0,2185.239391,NA,NA,4663.420426,7.458741132,38.37198214,721.8857524,730.754868,2166.423077,81.95248688,113.4655719,2.611828986,-2791.035352,19.60890566,NA,NA,NA,NA,NA,NA,NA,,
